base_asset_id,token_info_evidence_path,token_info_evidence_sha256,token_data_evidence_path,token_data_evidence_sha256,direct_evidence_path,q2_contract_address,post_q2_contract_address,expected_name,expected_symbol,expected_identity_status
K,candidate-analysis/CFA-Stage2-GeckoTerminal-Kinto-Evidence.csv,4ad288eb3a15c800609d9952d3c046396cd4db02a577a08f11bdefc6c0a82ca5,candidate-analysis/CFA-Stage2-GeckoTerminal-Kinto-TokenData-Evidence.csv,a873f0dcd35792a2eb454fd3da250beb5ee66ec5d2556ff3d8f2b2bab58a43c8,candidate-analysis/CFA-Stage2-Direct-CoinGecko-ID-Evidence.csv,0x010700ab046dd8e92b0e3587842080df36364ed3,0x6ba19ee69d5dde3ab70185c801fa404f66fedb58,Kinto,K,UNVERIFIED_EMPTY_COINGECKO_ID
